yourlist:M202206094ABAA9BC7178C81CEBC9459510EDDEA34FF825K	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
LOC583138	A0A7M7NVF8	A0A7M7NVF8_STRPU	unreviewed	Phosphopyruvate hydratase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase)		Strongylocentrotus purpuratus (Purple sea urchin)	579
LOC579262	A0A7M7NGR9	A0A7M7NGR9_STRPU	unreviewed	Phosphatidylinositol-3,4-bisphosphate 4-phosphatase (EC 3.1.3.66)		Strongylocentrotus purpuratus (Purple sea urchin)	1003
LOC579262	A0A7M7NGS2	A0A7M7NGS2_STRPU	unreviewed	Phosphatidylinositol-3,4-bisphosphate 4-phosphatase (EC 3.1.3.66)		Strongylocentrotus purpuratus (Purple sea urchin)	1097
LOC579262	A0A7M7NKH8	A0A7M7NKH8_STRPU	unreviewed	Phosphatidylinositol-3,4-bisphosphate 4-phosphatase (EC 3.1.3.66)		Strongylocentrotus purpuratus (Purple sea urchin)	1099
LOC579262	A0A7M7SWA9	A0A7M7SWA9_STRPU	unreviewed	Phosphatidylinositol-3,4-bisphosphate 4-phosphatase (EC 3.1.3.66)		Strongylocentrotus purpuratus (Purple sea urchin)	1098
LOC579262	A0A7M7SWE7	A0A7M7SWE7_STRPU	unreviewed	Phosphatidylinositol-3,4-bisphosphate 4-phosphatase (EC 3.1.3.66)		Strongylocentrotus purpuratus (Purple sea urchin)	1092
LOC100893466	A0A7M7P362	A0A7M7P362_STRPU	unreviewed	Cyclic nucleotide-binding domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1002
LOC100889829	A0A7M7N6I5	A0A7M7N6I5_STRPU	unreviewed	Ubiquitin-like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	763
LOC587252	A0A7M7PMR3	A0A7M7PMR3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1602
LOC587252	A0A7M7T4Q8	A0A7M7T4Q8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1528
LOC100891013	A0A7M7NF34	A0A7M7NF34_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	838
LOC100891013	A0A7M7NF41	A0A7M7NF41_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	803
LOC100891013	A0A7M7NFF6	A0A7M7NFF6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	808
LOC100891013	A0A7M7NFM2	A0A7M7NFM2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	813
LOC100891013	A0A7M7NHJ9	A0A7M7NHJ9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	743
LOC100893627	A0A7M7NFP6	A0A7M7NFP6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1958
LOC100890950	A0A7M7SYQ6	A0A7M7SYQ6_STRPU	unreviewed	Fe2OG dioxygenase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	584
LOC100890950	A0A7M7SYT0	A0A7M7SYT0_STRPU	unreviewed	P4Hc domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	523
LOC105446548	A0A7M7PES8	A0A7M7PES8_STRPU	unreviewed	C-type lectin domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	151
LOC590395	A0A7M7P351	A0A7M7P351_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1664
LOC100892166	A0A7M7PX03	A0A7M7PX03_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1634
LOC100892166	A0A7M7PY78	A0A7M7PY78_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1627
LOC756105	A0A7M7G164	A0A7M7G164_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	900
LOC592605	A0A7M7NUZ1	A0A7M7NUZ1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3235
LOC105437677	A0A7M7P064	A0A7M7P064_STRPU	unreviewed	EGF-like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	323
LOC763684	A0A7M7G4B1	A0A7M7G4B1_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	380
LOC100891445	A0A7M7T596	A0A7M7T596_STRPU	unreviewed	Calmodulin		Strongylocentrotus purpuratus (Purple sea urchin)	150
LOC754825	A0A7M7PQB0	A0A7M7PQB0_STRPU	unreviewed	BCL2-associated athanogene 6		Strongylocentrotus purpuratus (Purple sea urchin)	1311
LOC575434	A0A7M7TG95	A0A7M7TG95_STRPU	unreviewed	ZP domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	405
LOC581976	A0A7M7NT56	A0A7M7NT56_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1013
LOC581976	A0A7M7NT58	A0A7M7NT58_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	936
LOC581976	A0A7M7NTC7	A0A7M7NTC7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	947
LOC581976	A0A7M7NTJ9	A0A7M7NTJ9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1037
LOC581976	A0A7M7NTV0	A0A7M7NTV0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	996
LOC581976	A0A7M7NUY0	A0A7M7NUY0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1047
LOC581976	A0A7M7NVF5	A0A7M7NVF5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1021
LOC581976	A0A7M7NVX7	A0A7M7NVX7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	884
LOC581976	A0A7M7NYW6	A0A7M7NYW6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	868
LOC105436886	A0A7M7NPS2	A0A7M7NPS2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	697
LOC105436886	A0A7M7NQ25	A0A7M7NQ25_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	698
LOC105436886	A0A7M7NS60	A0A7M7NS60_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	666
LOC105436886	A0A7M7NV29	A0A7M7NV29_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	648
LOC105436886	A0A7M7SY24	A0A7M7SY24_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	648
LOC594794	A0A7M7RFQ7	A0A7M7RFQ7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	123
LOC575524	A0A7M7RCY3	A0A7M7RCY3_STRPU	unreviewed	COMM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	200
LOC115928905	A0A7M7PNG1	A0A7M7PNG1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	212
LOC590781	A0A7M7PL56	A0A7M7PL56_STRPU	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48)		Strongylocentrotus purpuratus (Purple sea urchin)	308
LOC588386	A0A7M7MYZ6	A0A7M7MYZ6_STRPU	unreviewed	YjeF N-terminal domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	203
LOC583848	A0A7M7NP45	A0A7M7NP45_STRPU	unreviewed	Tripeptidyl-peptidase 2 (EC 3.4.14.10)		Strongylocentrotus purpuratus (Purple sea urchin)	1307
LOC583848	A0A7M7SX04	A0A7M7SX04_STRPU	unreviewed	Tripeptidyl-peptidase 2 (EC 3.4.14.10)		Strongylocentrotus purpuratus (Purple sea urchin)	1284
LOC578352	A0A7M7GF41	A0A7M7GF41_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1009
LOC578352	A0A7M7HJU5	A0A7M7HJU5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1021
LOC578352	A0A7M7PSV4	A0A7M7PSV4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1017
LOC577099	A0A7M7NNB1	A0A7M7NNB1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1129
LOC578825	A0A7M7T5H2	A0A7M7T5H2_STRPU	unreviewed	DUF4209 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	605
LOC105445729	A0A7M7PIJ7	A0A7M7PIJ7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	696
LOC577767	A0A7M7PGS1	A0A7M7PGS1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	479
LOC100890677	A0A7M7N382	A0A7M7N382_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1025
LOC100890677	A0A7M7N3E3	A0A7M7N3E3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	973
LOC100890677	A0A7M7N3S4	A0A7M7N3S4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1068
LOC100890677	A0A7M7N4W5	A0A7M7N4W5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1050
LOC100890677	A0A7M7STR9	A0A7M7STR9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1078
LOC105442819	A0A7M7N3T8	A0A7M7N3T8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	577
LOC587864	A0A7M7RGN1	A0A7M7RGN1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	717
LOC574666	A0A7M7TG62	A0A7M7TG62_STRPU	unreviewed	V-type proton ATPase subunit		Strongylocentrotus purpuratus (Purple sea urchin)	348
LOC594261	A0A7M7P9A3	A0A7M7P9A3_STRPU	unreviewed	L-serine ammonia-lyase (EC 4.3.1.17)		Strongylocentrotus purpuratus (Purple sea urchin)	324
LOC594261	A0A7M7P9E2	A0A7M7P9E2_STRPU	unreviewed	L-serine ammonia-lyase (EC 4.3.1.17)		Strongylocentrotus purpuratus (Purple sea urchin)	269
LOC594261	A0A7M7PAL1	A0A7M7PAL1_STRPU	unreviewed	L-serine ammonia-lyase (EC 4.3.1.17)		Strongylocentrotus purpuratus (Purple sea urchin)	324
LOC105443658	A0A7M7T255	A0A7M7T255_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	122
LOC105441655	A0A7M7NPQ8	A0A7M7NPQ8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	216
LOC590245	A0A7M7P077	A0A7M7P077_STRPU	unreviewed	Phosphodiesterase (EC 3.1.4.-)		Strongylocentrotus purpuratus (Purple sea urchin)	552
LOC115928444	A0A7M7PIY1	A0A7M7PIY1_STRPU	unreviewed	THAP-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	259
LOC100890679	A0A7M7GFH9	A0A7M7GFH9_STRPU	unreviewed	VWFA domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1225
LOC100890679	A0A7M7GKH8	A0A7M7GKH8_STRPU	unreviewed	VWFA domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1239
LOC105441243	A0A7M7NR26	A0A7M7NR26_STRPU	unreviewed	Homeobox domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	258
LOC100890777	A0A7M7N5G5	A0A7M7N5G5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1785
LOC581981	A0A7M7TGT3	A0A7M7TGT3_STRPU	unreviewed	Protein Wnt		Strongylocentrotus purpuratus (Purple sea urchin)	353
LOC581625	A0A7M7NJE6	A0A7M7NJE6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1152
LOC581625	A0A7M7NJF0	A0A7M7NJF0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1092
LOC100891193	A0A7M7GHT3	A0A7M7GHT3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	325
LOC576361	A0A7M7HR06	A0A7M7HR06_STRPU	unreviewed	SCA7 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1251
LOC576361	A0A7M7RAH3	A0A7M7RAH3_STRPU	unreviewed	SCA7 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1265
LOC576361	A0A7M7T5S8	A0A7M7T5S8_STRPU	unreviewed	SCA7 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1075
LOC105439035	A0A7M7HG09	A0A7M7HG09_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	333
LOC100891591	A0A7M7N6A6	A0A7M7N6A6_STRPU	unreviewed	RING-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	317
LOC577253	A0A7M7P498	A0A7M7P498_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	448
LOC577253	A0A7M7P5W3	A0A7M7P5W3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	474
LOC577253	A0A7M7P6M6	A0A7M7P6M6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	442
LOC577253	A0A7M7T109	A0A7M7T109_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	474
LOC105445730	A0A7M7PL06	A0A7M7PL06_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	404
LOC105443889	A0A7M7N4I9	A0A7M7N4I9_STRPU	unreviewed	IgGFc_binding domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	498
LOC588026	A0A7M7RE29	A0A7M7RE29_STRPU	unreviewed	RRM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	752
LOC576889	A0A7M7RDI8	A0A7M7RDI8_STRPU	unreviewed	Carboxylic ester hydrolase (EC 3.1.1.-)		Strongylocentrotus purpuratus (Purple sea urchin)	612
LOC105439140	A0A7M7PP65	A0A7M7PP65_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	189
LOC762451	A0A7M7NUF0	A0A7M7NUF0_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	459
LOC100890291	A0A7M7HIR7	A0A7M7HIR7_STRPU	unreviewed	TNF_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	388
LOC100890291	A0A7M7HKS4	A0A7M7HKS4_STRPU	unreviewed	TNF_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	431
LOC100890291	A0A7M7LSL0	A0A7M7LSL0_STRPU	unreviewed	TNF_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	427
LOC100890291	A0A7M7LVL5	A0A7M7LVL5_STRPU	unreviewed	TNF_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	443
LOC100890291	A0A7M7NJK4	A0A7M7NJK4_STRPU	unreviewed	TNF_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	372
LOC587169	A0A7M7NMM0	A0A7M7NMM0_STRPU	unreviewed	Transmembrane 9 superfamily member		Strongylocentrotus purpuratus (Purple sea urchin)	624
LOC763365	A0A7M7MXG5	A0A7M7MXG5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4712
LOC763365	A0A7M7MXR4	A0A7M7MXR4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4241
LOC763365	A0A7M7MXT2	A0A7M7MXT2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4242
LOC763365	A0A7M7SSH1	A0A7M7SSH1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5101
LOC115929765	A0A7M7PUU2	A0A7M7PUU2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	637
LOC100890993	A0A7M7HKH0	A0A7M7HKH0_STRPU	unreviewed	SAM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	893
LOC585095	A0A7M7REH2	A0A7M7REH2_STRPU	unreviewed	E2 ubiquitin-conjugating enzyme (EC 2.3.2.23)		Strongylocentrotus purpuratus (Purple sea urchin)	199
LOC754831	A0A7M7N0C9	A0A7M7N0C9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1468
LOC754831	A0A7M7N0F8	A0A7M7N0F8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1438
LOC754831	A0A7M7N0X8	A0A7M7N0X8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1478
LOC754831	A0A7M7N1N6	A0A7M7N1N6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1462
LOC588470	A0A7M7P6U3	A0A7M7P6U3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	3245
LOC100889923	A0A7M7N4C0	A0A7M7N4C0_STRPU	unreviewed	MFS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	529
LOC593191	A0A7M7HE52	A0A7M7HE52_STRPU	unreviewed	mRNA export factor GLE1 (GLE1 RNA export mediator) (Nucleoporin GLE1)		Strongylocentrotus purpuratus (Purple sea urchin)	690
LOC100892102	A0A7M7GGY3	A0A7M7GGY3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	639
LOC100892102	A0A7M7P507	A0A7M7P507_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	638
LOC105440064	A0A7M7LSZ8	A0A7M7LSZ8_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	414
LOC574807	A0A7M7PLE0	A0A7M7PLE0_STRPU	unreviewed	BTB domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	721
LOC115919161	A0A7M7MXG3	A0A7M7MXG3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	595
LOC579110	A0A7M7RB12	A0A7M7RB12_STRPU	unreviewed	Glutathione transferase (EC 2.5.1.18)		Strongylocentrotus purpuratus (Purple sea urchin)	149
LOC100891631	A0A7M7GFD5	A0A7M7GFD5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	735
LOC115925049	A0A7M7P036	A0A7M7P036_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	288
LOC585533	A0A7M7N3G0	A0A7M7N3G0_STRPU	unreviewed	J domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	510
LOC584099	A0A7M7MZ32	A0A7M7MZ32_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	566
LOC755640	A0A7M7NHL0	A0A7M7NHL0_STRPU	unreviewed	ZnMc domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	499
LOC115921858	A0A7M7NFY8	A0A7M7NFY8_STRPU	unreviewed	CUB domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	403
LOC115928302	A0A7M7PGU1	A0A7M7PGU1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	140
LOC576970	A0A7M7P3E0	A0A7M7P3E0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	689
LOC100890089	A0A7M7NMG7	A0A7M7NMG7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4849
LOC100890089	A0A7M7NMK9	A0A7M7NMK9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5240
LOC100890089	A0A7M7NMS2	A0A7M7NMS2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5240
LOC100890089	A0A7M7NMT2	A0A7M7NMT2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4848
LOC100890089	A0A7M7NMX7	A0A7M7NMX7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5044
LOC100890089	A0A7M7NMZ1	A0A7M7NMZ1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5045
LOC100890089	A0A7M7NN20	A0A7M7NN20_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4849
LOC100890089	A0A7M7NNH5	A0A7M7NNH5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5044
LOC100890089	A0A7M7NQ07	A0A7M7NQ07_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5044
LOC100890089	A0A7M7NQ23	A0A7M7NQ23_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5240
LOC100890089	A0A7M7NST0	A0A7M7NST0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5232
LOC100890089	A0A7M7SXN2	A0A7M7SXN2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5226
LOC100890089	A0A7M7SXN5	A0A7M7SXN5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	5045
LOC580591	A0A7M7TGP1	A0A7M7TGP1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	738
LOC582967	A0A7M7NHH2	A0A7M7NHH2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	881
LOC582967	A0A7M7NHJ2	A0A7M7NHJ2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	914
LOC582967	A0A7M7NHS6	A0A7M7NHS6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	898
LOC582967	A0A7M7NHV1	A0A7M7NHV1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	916
LOC582967	A0A7M7NJH3	A0A7M7NJH3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	915
LOC592419	A0A7M7RHI1	A0A7M7RHI1_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	395
LOC587687	A0A7M7NKL6	A0A7M7NKL6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2359
LOC587687	A0A7M7NKL8	A0A7M7NKL8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2362
LOC587687	A0A7M7NKN8	A0A7M7NKN8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2404
LOC587687	A0A7M7NKX2	A0A7M7NKX2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2417
LOC587687	A0A7M7NKX7	A0A7M7NKX7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2425
LOC587687	A0A7M7NKY7	A0A7M7NKY7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2323
LOC587687	A0A7M7NL05	A0A7M7NL05_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2403
LOC587687	A0A7M7NLG0	A0A7M7NLG0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2418
LOC587687	A0A7M7NLH2	A0A7M7NLH2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2285
LOC587687	A0A7M7NMQ2	A0A7M7NMQ2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2409
LOC587687	A0A7M7NN01	A0A7M7NN01_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2442
LOC587687	A0A7M7NN12	A0A7M7NN12_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2345
LOC587687	A0A7M7NQF6	A0A7M7NQF6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2434
LOC587687	A0A7M7NQG8	A0A7M7NQG8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2340
LOC587687	A0A7M7SX88	A0A7M7SX88_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2433
LOC587687	A0A7M7SX89	A0A7M7SX89_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2324
LOC587687	A0A7M7SX96	A0A7M7SX96_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2425
LOC587687	A0A7M7SX98	A0A7M7SX98_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2307
LOC105438996	A0A7M7NMV6	A0A7M7NMV6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	817
LOC115926197	A0A7M7T1E0	A0A7M7T1E0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	113
LOC581438	A0A7M7P408	A0A7M7P408_STRPU	unreviewed	G_PROTEIN_RECEP_F2_4 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	358
LOC100893491	A0A7M7HQD1	A0A7M7HQD1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	595
LOC582991	A0A7M7RCF2	A0A7M7RCF2_STRPU	unreviewed	N-acetyltransferase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	383
LOC100891975	A0A7M7SYN4	A0A7M7SYN4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	397
LOC590207	A0A7M7T1R5	A0A7M7T1R5_STRPU	unreviewed	Dynamin-type G domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	742
