#feat_name,source_int,mapped_int,source_id,mapped_id,source_length,mapped_length,source_start,source_stop,source_strand,source_sub_start,source_sub_stop,mapped_start,mapped_stop,mapped_strand,coverage,recip,asm_unit
Line:1,1,NULL,NW_022145205,NULL,1,NULL,58604,58604,+,NOMAP,NOALIGN,,,,,,
Line:3115,1,1,NW_022145614,NW_003577417.1,1,1,18481873,18481873,+,18481873,18481873,243295,243295,+,1,First Pass,Primary Assembly
Line:3116,1,1,NW_022145614,NW_003577417.1,1,1,18481875,18481875,+,18481875,18481875,243297,243297,+,1,First Pass,Primary Assembly
Line:3117,1,1,NW_022145614,NW_003577417.1,1,1,18613913,18613913,+,18613913,18613913,412761,412761,+,1,First Pass,Primary Assembly
Line:3118,1,1,NW_022145614,NW_003577417.1,1,1,18631891,18631891,+,18631891,18631891,430839,430839,+,1,First Pass,Primary Assembly
Line:3119,1,1,NW_022145614,NW_003577417.1,1,1,18634048,18634048,+,18634048,18634048,432997,432997,+,1,First Pass,Primary Assembly
Line:3120,1,1,NW_022145614,NW_003577030.1,1,1,18828041,18828041,+,18828041,18828041,667397,667397,+,1,Second Pass,Primary Assembly
Line:3120,1,2,NW_022145614,NW_003577030.1,1,1,18828041,18828041,+,18828041,18828041,656619,656619,+,1,First Pass,Primary Assembly
Line:3121,1,1,NW_022145614,NW_003577030.1,1,1,18897758,18897758,+,18897758,18897758,755025,755025,+,1,First Pass,Primary Assembly
Line:3122,1,1,NW_022145614,NW_003577030.1,1,1,18904624,18904624,+,18904624,18904624,772798,772798,+,1,First Pass,Primary Assembly
Line:3123,1,1,NW_022145614,NW_003577030.1,1,1,18922052,18922052,+,18922052,18922052,790140,790140,+,1,First Pass,Primary Assembly
Line:3124,1,1,NW_022145614,NW_003577030.1,1,1,18998941,18998941,+,18998941,18998941,856200,856200,+,1,First Pass,Primary Assembly
Line:3125,1,1,NW_022145614,NW_003577115.1,1,1,19401690,19401690,+,19401690,19401690,588519,588519,-,1,First Pass,Primary Assembly
Line:3126,1,1,NW_022145614,NW_003577115.1,1,1,19467682,19467682,+,19467682,19467682,518908,518908,-,1,First Pass,Primary Assembly
Line:3127,1,1,NW_022145614,NW_003577115.1,1,1,19467685,19467685,+,19467685,19467685,518905,518905,-,1,First Pass,Primary Assembly
Line:3128,1,1,NW_022145614,NW_003577115.1,1,1,19494218,19494218,+,19494218,19494218,492739,492739,-,1,First Pass,Primary Assembly
Line:3129,1,1,NW_022145614,NW_003577115.1,1,1,19582320,19582320,+,19582320,19582320,402711,402711,-,1,First Pass,Primary Assembly
Line:3130,1,1,NW_022145614,NW_003577115.1,1,1,19585056,19585056,+,19585056,19585056,399941,399941,-,1,First Pass,Primary Assembly
Line:3131,1,1,NW_022145614,NW_003577076.1,1,1,20151402,20151402,+,20151402,20151402,658783,658783,+,1,First Pass,Primary Assembly
Line:3132,1,1,NW_022145614,NW_003577076.1,1,1,20172312,20172312,+,20172312,20172312,679736,679736,+,1,First Pass,Primary Assembly
Line:3133,1,1,NW_022145614,NW_003577076.1,1,1,20194593,20194593,+,20194593,20194593,702194,702194,+,1,First Pass,Primary Assembly
Line:3134,1,1,NW_022145614,NW_003577076.1,1,1,20194625,20194625,+,20194625,20194625,702226,702226,+,1,First Pass,Primary Assembly
Line:3135,1,1,NW_022145614,NW_003577076.1,1,1,20199986,20199986,+,20199986,20199986,707494,707494,+,1,First Pass,Primary Assembly
Line:3136,1,1,NW_022145614,NW_003577076.1,1,1,20199994,20199994,+,20199994,20199994,707502,707502,+,1,First Pass,Primary Assembly
Line:3137,1,1,NW_022145614,NW_003577076.1,1,1,20205120,20205120,+,20205120,20205120,712576,712576,+,1,First Pass,Primary Assembly
Line:3138,1,1,NW_022145614,NW_003577076.1,1,1,20212697,20212697,+,20212697,20212697,720166,720166,+,1,First Pass,Primary Assembly
Line:3139,1,1,NW_022145614,NW_003577076.1,1,1,20213151,20213151,+,20213151,20213151,720570,720570,+,1,First Pass,Primary Assembly
Line:3140,1,1,NW_022145614,NW_003577076.1,1,1,20216369,20216369,+,20216369,20216369,723754,723754,+,1,First Pass,Primary Assembly
Line:3141,1,1,NW_022145614,NW_003577076.1,1,1,20217369,20217369,+,20217369,20217369,724754,724754,+,1,First Pass,Primary Assembly
Line:3142,1,1,NW_022145614,NW_003577076.1,1,1,20224295,20224295,+,20224295,20224295,731766,731766,+,1,First Pass,Primary Assembly
Line:3143,1,1,NW_022145614,NW_003577076.1,1,1,20225899,20225899,+,20225899,20225899,733369,733369,+,1,First Pass,Primary Assembly
Line:3144,1,1,NW_022145614,NW_003577076.1,1,1,20230839,20230839,+,20230839,20230839,738307,738307,+,1,First Pass,Primary Assembly
Line:3145,1,1,NW_022145614,NW_003577076.1,1,1,20241896,20241896,+,20241896,20241896,754384,754384,+,1,First Pass,Primary Assembly
Line:3146,1,1,NW_022145614,NW_003577076.1,1,1,20250271,20250271,+,20250271,20250271,764255,764255,+,1,First Pass,Primary Assembly
Line:3147,1,1,NW_022145614,NW_003577076.1,1,1,20255785,20255785,+,20255785,20255785,767923,767923,+,1,First Pass,Primary Assembly
Line:3148,1,1,NW_022145614,NW_003577076.1,1,1,20258789,20258789,+,20258789,20258789,770737,770737,+,1,First Pass,Primary Assembly
Line:3149,1,1,NW_022145614,NW_003577076.1,1,1,20259616,20259616,+,20259616,20259616,771542,771542,+,1,First Pass,Primary Assembly
Line:3150,1,1,NW_022145614,NW_003577076.1,1,1,20259664,20259664,+,20259664,20259664,771592,771592,+,1,First Pass,Primary Assembly
Line:3151,1,1,NW_022145614,NW_003577076.1,1,1,20265698,20265698,+,20265698,20265698,777310,777310,+,1,First Pass,Primary Assembly
Line:3152,1,1,NW_022145614,NW_003577076.1,1,1,20280169,20280169,+,20280169,20280169,798559,798559,+,1,First Pass,Primary Assembly
Line:3153,1,1,NW_022145614,NW_003577097.1,1,1,20502245,20502245,+,20502245,20502245,812159,812159,+,1,First Pass,Primary Assembly
Line:3154,1,1,NW_022145614,NW_003577097.1,1,1,20505119,20505119,+,20505119,20505119,815035,815035,+,1,First Pass,Primary Assembly
Line:3155,1,1,NW_022145614,NW_003577097.1,1,1,20505144,20505144,+,20505144,20505144,815060,815060,+,1,First Pass,Primary Assembly
Line:3156,1,1,NW_022145614,NW_003577435.1,1,1,20897459,20897459,+,20897459,20897459,223493,223493,+,1,First Pass,Primary Assembly
Line:3157,1,1,NW_022145614,NW_003577435.1,1,1,20897574,20897574,+,20897574,20897574,223608,223608,+,1,First Pass,Primary Assembly
Line:3158,1,1,NW_022145614,NW_003577435.1,1,1,20952436,20952436,+,20952436,20952436,274423,274423,+,1,First Pass,Primary Assembly
Line:3159,1,1,NW_022145614,NW_003577435.1,1,1,20958843,20958843,+,20958843,20958843,280333,280333,+,1,First Pass,Primary Assembly
Line:3160,1,1,NW_022145614,NW_003577435.1,1,1,20959304,20959304,+,20959304,20959304,280792,280792,+,1,First Pass,Primary Assembly
Line:3161,1,1,NW_022145614,NW_003577435.1,1,1,21001287,21001287,+,21001287,21001287,329511,329511,+,1,First Pass,Primary Assembly
Line:3162,1,1,NW_022145614,NW_003577435.1,1,1,21020704,21020704,+,21020704,21020704,350393,350393,+,1,First Pass,Primary Assembly
Line:3163,1,1,NW_022145614,NW_003577092.1,1,1,21543359,21543359,+,21543359,21543359,932272,932272,-,1,First Pass,Primary Assembly
Line:3164,1,1,NW_022145614,NW_003578569.1,1,1,24522252,24522252,+,24522252,24522252,153860,153860,-,1,First Pass,Primary Assembly
Line:3165,1,1,NW_022145614,NW_003576981.1,1,1,24790137,24790137,+,24790137,24790137,1412744,1412744,-,1,First Pass,Primary Assembly
Line:3166,1,1,NW_022145614,NW_003576981.1,1,1,24807931,24807931,+,24807931,24807931,1395349,1395349,-,1,First Pass,Primary Assembly
Line:3167,1,1,NW_022145614,NW_003576981.1,1,1,24809032,24809032,+,24809032,24809032,1394245,1394245,-,1,First Pass,Primary Assembly
Line:3168,1,1,NW_022145614,NW_003576981.1,1,1,24886825,24886825,+,24886825,24886825,1321956,1321956,-,1,First Pass,Primary Assembly
Line:3169,1,1,NW_022145614,NW_003576981.1,1,1,24886971,24886971,+,24886971,24886971,1321810,1321810,-,1,First Pass,Primary Assembly
Line:3170,1,1,NW_022145614,NW_003578185.1,1,1,25071235,25071235,+,25071235,25071235,316527,316527,+,1,First Pass,Primary Assembly
Line:3171,1,1,NW_022145614,NW_003578185.1,1,1,25071535,25071535,+,25071535,25071535,316827,316827,+,1,First Pass,Primary Assembly
Line:3172,1,1,NW_022145614,NW_003576990.1,1,1,25335677,25335677,+,25335677,25335677,40623,40623,+,1,First Pass,Primary Assembly
Line:3173,1,1,NW_022145614,NW_003576987.1,1,1,25737430,25737430,+,25737430,25737430,765894,765894,+,1,First Pass,Primary Assembly
Line:3174,1,1,NW_022145614,NW_003576987.1,1,1,25737448,25737448,+,25737448,25737448,765912,765912,+,1,First Pass,Primary Assembly
Line:3175,1,1,NW_022145614,NW_003576962.1,1,1,26133877,26133877,+,26133877,26133877,344421,344421,-,1,First Pass,Primary Assembly
Line:3176,1,1,NW_022145614,NW_003576962.1,1,1,26193634,26193634,+,26193634,26193634,270423,270423,-,1,First Pass,Primary Assembly
Line:3177,1,1,NW_022145614,NW_003576962.1,1,1,26208364,26208364,+,26208364,26208364,255525,255525,-,1,First Pass,Primary Assembly
Line:3178,1,1,NW_022145614,NW_003576962.1,1,1,26239355,26239355,+,26239355,26239355,225162,225162,-,1,First Pass,Primary Assembly
Line:3179,1,1,NW_022145614,NW_003576962.1,1,1,26268217,26268217,+,26268217,26268217,192998,192998,-,1,First Pass,Primary Assembly
Line:3180,1,1,NW_022145614,NW_003577952.1,1,1,26400589,26400589,+,26400589,26400589,16555,16555,-,1,First Pass,Primary Assembly
Line:3181,1,1,NW_022145614,NW_003577952.1,1,1,26403007,26403007,+,26403007,26403007,14137,14137,-,1,First Pass,Primary Assembly
Line:3181,1,2,NW_022145614,NW_003577101.1,1,1,26403007,26403007,+,26403007,26403007,96772,96772,+,1,Second Pass,Primary Assembly
Line:3182,1,1,NW_022145614,NW_003579419.1,1,1,26470188,26470188,+,26470188,26470188,40284,40284,+,1,Second Pass,Primary Assembly
Line:3182,1,2,NW_022145614,NW_003579419.1,1,1,26470188,26470188,+,26470188,26470188,54518,54518,+,1,First Pass,Primary Assembly
Line:3183,1,1,NW_022145614,NW_003579419.1,1,1,26470933,26470933,+,26470933,26470933,41029,41029,+,1,Second Pass,Primary Assembly
Line:3183,1,2,NW_022145614,NW_003579419.1,1,1,26470933,26470933,+,26470933,26470933,55263,55263,+,1,First Pass,Primary Assembly
Line:3184,1,1,NW_022145614,NW_003578572.1,1,1,26511172,26511172,+,26511172,26511172,186586,186586,+,1,First Pass,Primary Assembly
Line:3184,1,2,NW_022145614,NW_003578360.1,1,1,26511172,26511172,+,26511172,26511172,194631,194631,-,1,Second Pass,Primary Assembly
Line:3185,1,1,NW_022145614,NW_003578572.1,1,1,26520007,26520007,+,26520007,26520007,109393,109393,+,1,Second Pass,Primary Assembly
Line:3185,1,2,NW_022145614,NW_003578360.1,1,1,26520007,26520007,+,26520007,26520007,186286,186286,-,1,First Pass,Primary Assembly
Line:3186,1,1,NW_022145614,NW_003577037.1,1,1,26824908,26824908,+,26824908,26824908,872249,872249,+,1,First Pass,Primary Assembly
Line:3187,1,1,NW_022145614,NW_003577084.1,1,1,27029092,27029092,+,27029092,27029092,963922,963922,-,1,First Pass,Primary Assembly
Line:3188,1,1,NW_022145614,NW_003577084.1,1,1,27033587,27033587,+,27033587,27033587,959418,959418,-,1,First Pass,Primary Assembly
Line:3189,1,1,NW_022145614,NW_003578434.1,1,1,27073350,27073350,+,27073350,27073350,32829,32829,+,1,First Pass,Primary Assembly
Line:3190,1,1,NW_022145614,NW_003579688.1,1,1,29114809,29114809,+,29114809,29114809,57440,57440,+,1,First Pass,Primary Assembly
Line:3191,1,1,NW_022145614,NW_003576969.1,1,1,29238232,29238232,+,29238232,29238232,1368969,1368969,-,1,First Pass,Primary Assembly
Line:3192,1,1,NW_022145614,NW_003576969.1,1,1,29246974,29246974,+,29246974,29246974,1360227,1360227,-,1,First Pass,Primary Assembly
Line:3193,1,1,NW_022145614,NW_003576969.1,1,1,29247184,29247184,+,29247184,29247184,1360017,1360017,-,1,First Pass,Primary Assembly
Line:3194,1,1,NW_022145614,NW_003576969.1,1,1,29247227,29247227,+,29247227,29247227,1359974,1359974,-,1,First Pass,Primary Assembly
Line:3195,1,1,NW_022145614,NW_003577953.1,1,1,29403459,29403459,+,29403459,29403459,126020,126020,-,1,First Pass,Primary Assembly
Line:3196,1,1,NW_022145614,NW_003577953.1,1,1,29479058,29479058,+,29479058,29479058,51382,51382,-,1,First Pass,Primary Assembly
Line:3197,1,1,NW_022145614,NW_003577386.1,1,1,30292580,30292580,+,30292580,30292580,534193,534193,+,1,First Pass,Primary Assembly
Line:3198,1,1,NW_022145614,NW_003577386.1,1,1,30292755,30292755,+,30292755,30292755,534368,534368,+,1,First Pass,Primary Assembly
Line:3199,1,1,NW_022145614,NW_003576969.1,1,1,30318088,30318088,+,30318088,30318088,1439575,1439575,+,1,First Pass,Primary Assembly
Line:3200,1,1,NW_022145614,NW_003578725.1,1,1,30857540,30857540,+,30857540,30857540,73742,73742,+,1,First Pass,Primary Assembly
Line:3201,1,1,NW_022145614,NW_003577947.1,1,1,30882865,30882865,+,30882865,30882865,15247,15247,+,1,First Pass,Primary Assembly
Line:3202,1,1,NW_022145614,NW_003577394.1,1,1,31823481,31823481,+,31823481,31823481,566368,566368,+,1,First Pass,Primary Assembly
Line:3203,1,1,NW_022145614,NW_003577394.1,1,1,31825913,31825913,+,31825913,31825913,568798,568798,+,1,First Pass,Primary Assembly
Line:3204,1,1,NW_022145614,NW_003577394.1,1,1,31828626,31828626,+,31828626,31828626,571511,571511,+,1,First Pass,Primary Assembly
Line:3205,1,1,NW_022145614,NW_003577424.1,1,1,33310937,33310937,+,33310937,33310937,116161,116161,-,1,First Pass,Primary Assembly
Line:3206,1,1,NW_022145614,NW_003579147.1,1,1,33547155,33547155,+,33547155,33547155,13676,13676,-,1,First Pass,Primary Assembly
Line:3207,1,1,NW_022145614,NW_003579147.1,1,1,33547160,33547160,+,33547160,33547160,13671,13671,-,1,First Pass,Primary Assembly
Line:3208,1,1,NW_022145614,NW_003579147.1,1,1,33547722,33547722,+,33547722,33547722,13108,13108,-,1,First Pass,Primary Assembly
Line:3209,1,1,NW_022145615,NW_003577352.1,1,1,620774,620774,+,620774,620774,145990,145990,-,1,First Pass,Primary Assembly
Line:3210,1,1,NW_022145615,NW_003577352.1,1,1,748426,748426,+,748426,748426,28464,28464,-,1,First Pass,Primary Assembly
Line:3211,1,1,NW_022145615,NW_003576967.1,1,1,1469158,1469158,+,1469158,1469158,610612,610612,+,1,First Pass,Primary Assembly
Line:3212,1,1,NW_022145615,NW_003576967.1,1,1,1629707,1629707,+,1629707,1629707,756037,756037,+,1,First Pass,Primary Assembly
Line:3213,1,1,NW_022145615,NW_003576969.1,1,1,1893696,1893696,+,1893696,1893696,645989,645989,-,1,First Pass,Primary Assembly
Line:3214,1,1,NW_022145615,NW_003576969.1,1,1,1931994,1931994,+,1931994,1931994,597014,597014,-,1,First Pass,Primary Assembly
Line:3215,1,1,NW_022145615,NW_003576969.1,1,1,1965757,1965757,+,1965757,1965757,563246,563246,-,1,First Pass,Primary Assembly
Line:3216,1,1,NW_022145615,NW_003576969.1,1,1,2051595,2051595,+,2051595,2051595,760080,760080,+,1,Second Pass,Primary Assembly
Line:3217,1,1,NW_022145615,NW_003578698.1,1,1,2551018,2551018,+,2551018,2551018,140194,140194,-,1,First Pass,Primary Assembly
Line:3218,1,1,NW_022145615,NW_003578698.1,1,1,2569869,2569869,+,2569869,2569869,116568,116568,-,1,First Pass,Primary Assembly
Line:3219,1,1,NW_022145615,NW_003578698.1,1,1,2584834,2584834,+,2584834,2584834,100647,100647,-,1,First Pass,Primary Assembly
Line:3220,1,1,NW_022145615,NW_003578698.1,1,1,2588088,2588088,+,2588088,2588088,91273,91273,-,1,First Pass,Primary Assembly
Line:3221,1,1,NW_022145615,NW_003578698.1,1,1,2617479,2617479,+,2617479,2617479,62450,62450,-,1,First Pass,Primary Assembly
Line:3222,1,1,NW_022145615,NW_003577390.1,1,1,2870061,2870061,+,2870061,2870061,349299,349299,-,1,First Pass,Primary Assembly
Line:3223,1,1,NW_022145615,NW_003577390.1,1,1,2881900,2881900,+,2881900,2881900,339393,339393,-,1,First Pass,Primary Assembly
Line:3224,1,1,NW_022145615,NW_003577390.1,1,1,2920572,2920572,+,2920572,2920572,301880,301880,-,1,First Pass,Primary Assembly
Line:3225,1,1,NW_022145615,NW_003577390.1,1,1,2925446,2925446,+,2925446,2925446,297217,297217,-,1,First Pass,Primary Assembly
Line:3226,1,1,NW_022145615,NW_003577390.1,1,1,2925832,2925832,+,2925832,2925832,296846,296846,-,1,First Pass,Primary Assembly
Line:3227,1,1,NW_022145615,NW_003577390.1,1,1,2930662,2930662,+,2930662,2930662,292005,292005,-,1,First Pass,Primary Assembly
Line:3228,1,1,NW_022145615,NW_003577390.1,1,1,2931503,2931503,+,2931503,2931503,291164,291164,-,1,First Pass,Primary Assembly
Line:3229,1,1,NW_022145615,NW_003577390.1,1,1,2932118,2932118,+,2932118,2932118,290547,290547,-,1,First Pass,Primary Assembly
Line:3230,1,1,NW_022145615,NW_003577390.1,1,1,2947047,2947047,+,2947047,2947047,275661,275661,-,1,First Pass,Primary Assembly
Line:3231,1,1,NW_022145615,NW_003577390.1,1,1,2947578,2947578,+,2947578,2947578,275130,275130,-,1,First Pass,Primary Assembly
Line:3232,1,1,NW_022145615,NW_003577390.1,1,1,2973021,2973021,+,2973021,2973021,256439,256439,-,1,First Pass,Primary Assembly
Line:3233,1,1,NW_022145615,NW_003577390.1,1,1,2986969,2986969,+,2986969,2986969,242386,242386,-,1,First Pass,Primary Assembly
Line:3234,1,1,NW_022145615,NW_003577390.1,1,1,2992735,2992735,+,2992735,2992735,236620,236620,-,1,First Pass,Primary Assembly
Line:3235,1,1,NW_022145615,NW_003577390.1,1,1,3038153,3038153,+,3038153,3038153,191859,191859,-,1,First Pass,Primary Assembly
Line:3236,1,1,NW_022145615,NW_003577422.1,1,1,3150370,3150370,+,3150370,3150370,31017,31017,+,1,First Pass,Primary Assembly
Line:3237,1,1,NW_022145615,NW_003577422.1,1,1,3182483,3182483,+,3182483,3182483,63585,63585,+,1,First Pass,Primary Assembly
Line:3238,1,1,NW_022145615,NW_003577422.1,1,1,3191557,3191557,+,3191557,3191557,72518,72518,+,1,First Pass,Primary Assembly
Line:3239,1,1,NW_022145615,NW_003577758.1,1,1,3537940,3537940,+,3537940,3537940,575901,575901,-,1,First Pass,Primary Assembly
Line:3240,1,1,NW_022145615,NW_003577758.1,1,1,3559383,3559383,+,3559383,3559383,554936,554936,-,1,First Pass,Primary Assembly
Line:3241,1,1,NW_022145615,NW_003577000.1,1,1,4761914,4761914,+,4761914,4761914,1052429,1052429,-,1,First Pass,Primary Assembly
Line:3242,1,1,NW_022145615,NW_003577000.1,1,1,4987906,4987906,+,4987906,4987906,813538,813538,-,1,First Pass,Primary Assembly
Line:3243,1,1,NW_022145615,NW_003577361.1,1,1,5675168,5675168,+,5675168,5675168,677376,677376,-,1,First Pass,Primary Assembly
Line:3244,1,1,NW_022145615,NW_003577361.1,1,1,5869248,5869248,+,5869248,5869248,499853,499853,-,1,First Pass,Primary Assembly
Line:3245,1,1,NW_022145615,NW_003577361.1,1,1,5869546,5869546,+,5869546,5869546,499555,499555,-,1,First Pass,Primary Assembly
Line:3246,1,1,NW_022145615,NW_003577361.1,1,1,5869998,5869998,+,5869998,5869998,499103,499103,-,1,First Pass,Primary Assembly
Line:3247,1,1,NW_022145615,NW_003577361.1,1,1,5870518,5870518,+,5870518,5870518,498583,498583,-,1,First Pass,Primary Assembly
Line:3248,1,1,NW_022145615,NW_003577361.1,1,1,5870773,5870773,+,5870773,5870773,498328,498328,-,1,First Pass,Primary Assembly
Line:3249,1,1,NW_022145615,NW_003577361.1,1,1,5870774,5870774,+,5870774,5870774,498327,498327,-,1,First Pass,Primary Assembly
Line:3250,1,1,NW_022145615,NW_003577361.1,1,1,5976973,5976973,+,5976973,5976973,396509,396509,-,1,First Pass,Primary Assembly
Line:3251,1,1,NW_022145615,NW_003577361.1,1,1,5982118,5982118,+,5982118,5982118,391362,391362,-,1,First Pass,Primary Assembly
Line:3252,1,NULL,NW_022145615,NULL,1,NULL,5996384,5996384,+,NOMAP,ALIGNGAP,,,,,,
Line:3253,1,1,NW_022145615,NW_003577361.1,1,1,6084629,6084629,+,6084629,6084629,287547,287547,-,1,First Pass,Primary Assembly
Line:3254,1,1,NW_022145615,NW_003578702.1,1,1,6284629,6284629,+,6284629,6284629,186352,186352,+,1,First Pass,Primary Assembly
Line:3255,1,1,NW_022145615,NW_003578702.1,1,1,6285508,6285508,+,6285508,6285508,187231,187231,+,1,First Pass,Primary Assembly
Line:3256,1,1,NW_022145615,NW_003578702.1,1,1,6285636,6285636,+,6285636,6285636,187359,187359,+,1,First Pass,Primary Assembly
Line:3257,1,1,NW_022145615,NW_003578702.1,1,1,6285832,6285832,+,6285832,6285832,187554,187554,+,1,First Pass,Primary Assembly
Line:3258,1,1,NW_022145615,NW_003578702.1,1,1,6353748,6353748,+,6353748,6353748,284833,284833,+,1,Second Pass,Primary Assembly
Line:3258,1,2,NW_022145615,NW_003578702.1,1,1,6353748,6353748,+,6353748,6353748,252486,252486,+,1,First Pass,Primary Assembly
Line:3258,1,3,NW_022145615,NW_003577994.1,1,1,6353748,6353748,+,6353748,6353748,57364,57364,-,1,Second Pass,Primary Assembly
Line:3259,1,1,NW_022145615,NW_003578702.1,1,1,6353875,6353875,+,6353875,6353875,284963,284963,+,1,Second Pass,Primary Assembly
Line:3259,1,2,NW_022145615,NW_003578702.1,1,1,6353875,6353875,+,6353875,6353875,252613,252613,+,1,First Pass,Primary Assembly
Line:3259,1,3,NW_022145615,NW_003577994.1,1,1,6353875,6353875,+,6353875,6353875,57237,57237,-,1,Second Pass,Primary Assembly
Line:3260,1,1,NW_022145615,NW_003578702.1,1,1,6387187,6387187,+,6387187,6387187,309858,309858,+,1,Second Pass,Primary Assembly
Line:3260,1,2,NW_022145615,NW_003577994.1,1,1,6387187,6387187,+,6387187,6387187,877,877,-,1,First Pass,Primary Assembly
Line:3261,1,1,NW_022145615,NW_003580328.1,1,1,6828535,6828535,+,6828535,6828535,20652,20652,+,1,First Pass,Primary Assembly
Line:3262,1,1,NW_022145615,NW_003578083.1,1,1,6979342,6979342,+,6979342,6979342,60922,60922,-,1,First Pass,Primary Assembly
Line:3263,1,1,NW_022145615,NW_003578083.1,1,1,6979355,6979355,+,6979355,6979355,60909,60909,-,1,First Pass,Primary Assembly
Line:3264,1,1,NW_022145615,NW_003577873.1,1,1,7155103,7155103,+,7155103,7155103,124597,124597,+,1,First Pass,Primary Assembly
Line:3265,1,1,NW_022145615,NW_003577873.1,1,1,7285881,7285881,+,7285881,7285881,223837,223837,+,1,First Pass,Primary Assembly
Line:3266,1,1,NW_022145615,NW_003577873.1,1,1,7314607,7314607,+,7314607,7314607,261473,261473,+,1,First Pass,Primary Assembly
Line:3267,1,1,NW_022145615,NW_003577873.1,1,1,7314627,7314627,+,7314627,7314627,261493,261493,+,1,First Pass,Primary Assembly
Line:3268,1,1,NW_022145615,NW_003577873.1,1,1,7329576,7329576,+,7329576,7329576,276904,276904,+,1,First Pass,Primary Assembly
Line:3269,1,NULL,NW_022145615,NULL,1,NULL,7638697,7638697,+,NOMAP,ALIGNGAP,,,,,,
Line:3270,1,1,NW_022145615,NW_003577634.1,1,1,8713391,8713391,+,8713391,8713391,493378,493378,-,1,First Pass,Primary Assembly
Line:3270,1,2,NW_022145615,NW_003576965.1,1,1,8713391,8713391,+,8713391,8713391,1136862,1136862,-,1,Second Pass,Primary Assembly
Line:3271,1,1,NW_022145615,NW_003577634.1,1,1,8714799,8714799,+,8714799,8714799,491966,491966,-,1,First Pass,Primary Assembly
Line:3271,1,2,NW_022145615,NW_003576965.1,1,1,8714799,8714799,+,8714799,8714799,1135445,1135445,-,1,Second Pass,Primary Assembly
Line:3272,1,1,NW_022145615,NW_003577634.1,1,1,8719928,8719928,+,8719928,8719928,486797,486797,-,1,First Pass,Primary Assembly
Line:3272,1,2,NW_022145615,NW_003576965.1,1,1,8719928,8719928,+,8719928,8719928,1130305,1130305,-,1,Second Pass,Primary Assembly
Line:3273,1,1,NW_022145615,NW_003576965.1,1,1,8778684,8778684,+,8778684,8778684,1080382,1080382,-,1,First Pass,Primary Assembly
Line:3274,1,1,NW_022145615,NW_003576965.1,1,1,8819695,8819695,+,8819695,8819695,1052341,1052341,-,1,First Pass,Primary Assembly
Line:3275,1,1,NW_022145615,NW_003576965.1,1,1,8898742,8898742,+,8898742,8898742,979422,979422,-,1,First Pass,Primary Assembly
Line:3276,1,1,NW_022145615,NW_003576965.1,1,1,9251021,9251021,+,9251021,9251021,560257,560257,-,1,First Pass,Primary Assembly
Line:3277,1,1,NW_022145615,NW_003576965.1,1,1,9273063,9273063,+,9273063,9273063,537300,537300,-,1,First Pass,Primary Assembly
Line:3278,1,1,NW_022145615,NW_003579068.1,1,1,9504987,9504987,+,9504987,9504987,87613,87613,-,1,First Pass,Primary Assembly
Line:3279,1,1,NW_022145615,NW_003579068.1,1,1,9528378,9528378,+,9528378,9528378,63614,63614,-,1,First Pass,Primary Assembly
Line:3280,1,1,NW_022145615,NW_003579068.1,1,1,9570693,9570693,+,9570693,9570693,23514,23514,-,1,First Pass,Primary Assembly
Line:3281,1,1,NW_022145615,NW_003577749.1,1,1,9602911,9602911,+,9602911,9602911,107221,107221,+,1,First Pass,Primary Assembly
Line:3282,1,1,NW_022145615,NW_003577749.1,1,1,9650390,9650390,+,9650390,9650390,153115,153115,+,1,First Pass,Primary Assembly
Line:3283,1,1,NW_022145615,NW_003577749.1,1,1,9694093,9694093,+,9694093,9694093,197279,197279,+,1,First Pass,Primary Assembly
Line:3284,1,1,NW_022145615,NW_003577749.1,1,1,9695625,9695625,+,9695625,9695625,198811,198811,+,1,First Pass,Primary Assembly
Line:3285,1,1,NW_022145615,NW_003577749.1,1,1,9727732,9727732,+,9727732,9727732,233705,233705,+,1,First Pass,Primary Assembly
Line:3286,1,1,NW_022145615,NW_003579785.1,1,1,10005678,10005678,+,10005678,10005678,2733,2733,-,1,First Pass,Primary Assembly
Line:3287,1,1,NW_022145615,NW_003577159.1,1,1,10458661,10458661,+,10458661,10458661,92275,92275,+,1,First Pass,Primary Assembly
Line:3288,1,1,NW_022145615,NW_003577159.1,1,1,10533340,10533340,+,10533340,10533340,174048,174048,+,1,First Pass,Primary Assembly
Line:3289,1,1,NW_022145615,NW_003577159.1,1,1,10543487,10543487,+,10543487,10543487,183905,183905,+,1,First Pass,Primary Assembly
Line:3290,1,1,NW_022145615,NW_003577159.1,1,1,10633296,10633296,+,10633296,10633296,262297,262297,+,1,First Pass,Primary Assembly
Line:3291,1,1,NW_022145615,NW_003577159.1,1,1,10661972,10661972,+,10661972,10661972,292002,292002,+,1,First Pass,Primary Assembly
Line:3291,1,2,NW_022145615,NW_003577156.1,1,1,10661972,10661972,+,10661972,10661972,521433,521433,+,1,Second Pass,Primary Assembly
Line:3292,1,1,NW_022145615,NW_003577159.1,1,1,10670960,10670960,+,10670960,10670960,300991,300991,+,1,First Pass,Primary Assembly
Line:3293,1,1,NW_022145615,NW_003577362.1,1,1,11099001,11099001,+,11099001,11099001,310898,310898,-,1,Second Pass,Primary Assembly
