yourlist:M202206095BF3C56A578D7D6DFD1FC81EE5DA773050093F2	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
LOC579521	A0A7M7HH84	A0A7M7HH84_STRPU	unreviewed	MACPF domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	598
LOC100888361	A0A7M7N948	A0A7M7N948_STRPU	unreviewed	MAM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	786
LOC105437449	A0A7M7HIN9	A0A7M7HIN9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	249
LOC575199	A0A7M7GI70	A0A7M7GI70_STRPU	unreviewed	Fork-head domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	519
LOC586759	A0A7M7P3S4	A0A7M7P3S4_STRPU	unreviewed	Kinesin motor domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	963
LOC582054	A0A7M7RC19	A0A7M7RC19_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	372
LOC764142	A0A7M7NNC0	A0A7M7NNC0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	550
LOC764142	A0A7M7NNJ7	A0A7M7NNJ7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	558
LOC581500	A0A7M6UUM2	A0A7M6UUM2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	376
LOC581500	A0A7M7LSI5	A0A7M7LSI5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	376
LOC587381	A0A7M7RDE7	A0A7M7RDE7_STRPU	unreviewed	Acyl_transf_3 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	829
LOC574738	A0A7M7PS79	A0A7M7PS79_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	318
LOC579905	A0A7M7SWQ3	A0A7M7SWQ3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	267
LOC593971	A0A7M7RFD7	A0A7M7RFD7_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	404
LOC105446626	A0A7M7NJY9	A0A7M7NJY9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	544
LOC105446626	A0A7M7SWY7	A0A7M7SWY7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	556
LOC105446626	A0A7M7SWY8	A0A7M7SWY8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	558
LOC105442632	A0A7M7N984	A0A7M7N984_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	119
LOC115928135	A0A7M7PHJ3	A0A7M7PHJ3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	681
LOC590507	A0A7M7N8U7	A0A7M7N8U7_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	333
LOC105438827	A0A7M7SZS4	A0A7M7SZS4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	377
LOC100891879	W4YZL1	W4YZL1_STRPU	unreviewed	NPS/CCAP-type receptor		Strongylocentrotus purpuratus (Purple sea urchin)	444
LOC582440	A0A7M7PRH4	A0A7M7PRH4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	952
LOC105441636	A0A7M7HIB5	A0A7M7HIB5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	331
LOC579956	A0A7M7RES6	A0A7M7RES6_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	378
LOC578310	A0A7M7RFQ2	A0A7M7RFQ2_STRPU	unreviewed	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Complex I-B12) (NADH-ubiquinone oxidoreductase B12 subunit)		Strongylocentrotus purpuratus (Purple sea urchin)	89
LOC592590	A0A7M7REY8	A0A7M7REY8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	182
LOC764760	A0A7M7SWJ4	A0A7M7SWJ4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	377
LOC581083	A0A7M7HDL4	A0A7M7HDL4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	527
LOC581083	A0A7M7HK36	A0A7M7HK36_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	587
LOC581083	A0A7M7HKR2	A0A7M7HKR2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	581
LOC100892103	A0A7M7N2M2	A0A7M7N2M2_STRPU	unreviewed	Alpha-carbonic anhydrase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	310
LOC105443239	A0A7M7SYZ9	A0A7M7SYZ9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	753
LOC581661	A0A7M7GIK0	A0A7M7GIK0_STRPU	unreviewed	Sulfotransfer_1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	528
LOC584475	A0A7M7HH62	A0A7M7HH62_STRPU	unreviewed	F420_oxidored domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	380
LOC115924813	A0A7M7NYQ1	A0A7M7NYQ1_STRPU	unreviewed	Ig-like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	134
LOC115922391	A0A7M7NIP4	A0A7M7NIP4_STRPU	unreviewed	Reelin domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	196
LOC575642	A0A7M7PPA4	A0A7M7PPA4_STRPU	unreviewed	NUC153 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	801
LOC575642	A0A7M7PR04	A0A7M7PR04_STRPU	unreviewed	NUC153 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	802
LOC582966	A0A7M7RH82	A0A7M7RH82_STRPU	unreviewed	Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase)		Strongylocentrotus purpuratus (Purple sea urchin)	670
LOC105440166	A0A7M7N1N4	A0A7M7N1N4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1969
LOC592260	A0A7M7HP68	A0A7M7HP68_STRPU	unreviewed	RING-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	447
LOC583694	A0A7M7NSY5	A0A7M7NSY5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	386
LOC581493	A0A7M7NIQ0	A0A7M7NIQ0_STRPU	unreviewed	Guanylate cyclase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	851
LOC105444653	A0A7M7HM86	A0A7M7HM86_STRPU	unreviewed	SAM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	627
LOC100892477	A0A7M7GJP0	A0A7M7GJP0_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	388
LOC574812	A0A7M7TG12	A0A7M7TG12_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	268
LOC578917	A0A7M7HH02	A0A7M7HH02_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	73
LOC115923358	A0A7M7NQL5	A0A7M7NQL5_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	235
LOC105441365	A0A7M7HLM6	A0A7M7HLM6_STRPU	unreviewed	Hexosyltransferase (EC 2.4.1.-)		Strongylocentrotus purpuratus (Purple sea urchin)	361
LOC105439915	A0A7M7LSZ1	A0A7M7LSZ1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	218
LOC579861	A0A7M7RBP1	A0A7M7RBP1_STRPU	unreviewed	MFS_1_like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	638
LOC586686	A0A7M7N4H3	A0A7M7N4H3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	304
LOC752230	A0A7M7FZU9	A0A7M7FZU9_STRPU	unreviewed	Carbohydrate sulfotransferase (EC 2.8.2.-)		Strongylocentrotus purpuratus (Purple sea urchin)	380
LOC105440265	A0A7M7NCC1	A0A7M7NCC1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	210
LOC105440265	A0A7M7NTQ2	A0A7M7NTQ2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	205
LOC105437282	A0A7M7NUB3	A0A7M7NUB3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	731
LOC105439737	A0A7M7N298	A0A7M7N298_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	407
LOC582641	A0A7M7RET2	A0A7M7RET2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	383
LOC105444931	A0A7M7HHZ5	A0A7M7HHZ5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	123
LOC756278	A0A7M7SYF4	A0A7M7SYF4_STRPU	unreviewed	Peptidase_S8 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	371
LOC581846	A0A7M7PR07	A0A7M7PR07_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	528
LOC577619	A0A7M7HD82	A0A7M7HD82_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	486
LOC577619	A0A7M7HGR9	A0A7M7HGR9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	424
LOC577619	A0A7M7LVQ0	A0A7M7LVQ0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	396
LOC577619	A0A7M7T5H1	A0A7M7T5H1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	485
LOC585380	A0A7M7RDF9	A0A7M7RDF9_STRPU	unreviewed	Solute carrier organic anion transporter family member		Strongylocentrotus purpuratus (Purple sea urchin)	859
LOC585380	A0A7M7STV8	A0A7M7STV8_STRPU	unreviewed	Solute carrier organic anion transporter family member		Strongylocentrotus purpuratus (Purple sea urchin)	832
LOC100890211	A0A7M7GKD6	A0A7M7GKD6_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	379
LOC587892	A0A7M7RFA9	A0A7M7RFA9_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	342
LOC105440477	A0A7M7NXW8	A0A7M7NXW8_STRPU	unreviewed	Lipocln_cytosolic_FA-bd_dom domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	197
LOC583310	A0A7M7P2H0	A0A7M7P2H0_STRPU	unreviewed	Adenosine deaminase (EC 3.5.4.4)		Strongylocentrotus purpuratus (Purple sea urchin)	541
LOC105440690	A0A7M7HL12	A0A7M7HL12_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	364
LOC115924685	A0A7M7NXW1	A0A7M7NXW1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	130
LOC764101	A0A7M7G1I8	A0A7M7G1I8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	169
LOC100893406	A0A7M7PV73	A0A7M7PV73_STRPU	unreviewed	MTBP_mid domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	812
LOC584891	A0A7M7NZ15	A0A7M7NZ15_STRPU	unreviewed	Galactosylceramidase (EC 3.2.1.46) (Galactosylceramidase)		Strongylocentrotus purpuratus (Purple sea urchin)	666
LOC584891	A0A7M7SYU2	A0A7M7SYU2_STRPU	unreviewed	Galactosylceramidase (EC 3.2.1.46) (Galactosylceramidase)		Strongylocentrotus purpuratus (Purple sea urchin)	666
LOC115918705	A0A7M7P0E5	A0A7M7P0E5_STRPU	unreviewed	Cadherin domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	261
LOC100888670	A0A7M7GJ84	A0A7M7GJ84_STRPU	unreviewed	Sphingomyelin phosphodiesterase (EC 3.1.4.12)		Strongylocentrotus purpuratus (Purple sea urchin)	448
LOC593993	A0A7M7RHU7	A0A7M7RHU7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	744
LOC100890054	A0A7M7HIX7	A0A7M7HIX7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1734
LOC580842	A0A7M7PS43	A0A7M7PS43_STRPU	unreviewed	CXXC-type zinc finger protein 1		Strongylocentrotus purpuratus (Purple sea urchin)	1264
LOC580842	A0A7M7PSZ8	A0A7M7PSZ8_STRPU	unreviewed	CXXC-type zinc finger protein 1		Strongylocentrotus purpuratus (Purple sea urchin)	1542
LOC580842	A0A7M7PTD2	A0A7M7PTD2_STRPU	unreviewed	CXXC-type zinc finger protein 1		Strongylocentrotus purpuratus (Purple sea urchin)	1291
LOC580842	A0A7M7PV51	A0A7M7PV51_STRPU	unreviewed	CXXC-type zinc finger protein 1		Strongylocentrotus purpuratus (Purple sea urchin)	1294
LOC580842	A0A7M7PVR8	A0A7M7PVR8_STRPU	unreviewed	CXXC-type zinc finger protein 1		Strongylocentrotus purpuratus (Purple sea urchin)	1289
LOC580842	A0A7M7T5S6	A0A7M7T5S6_STRPU	unreviewed	CXXC-type zinc finger protein 1		Strongylocentrotus purpuratus (Purple sea urchin)	1534
LOC580842	A0A7M7T5T8	A0A7M7T5T8_STRPU	unreviewed	CXXC-type zinc finger protein 1		Strongylocentrotus purpuratus (Purple sea urchin)	1565
LOC100888183	A0A7M7NCP5	A0A7M7NCP5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	337
LOC576828	A0A7M7N7E0	A0A7M7N7E0_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	585
LOC100892064	A0A7M7GLR3	A0A7M7GLR3_STRPU	unreviewed	EamA domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	382
LOC115918473	A0A7M7NFM1	A0A7M7NFM1_STRPU	unreviewed	Arylamine N-acetyltransferase (EC 2.3.1.5)		Strongylocentrotus purpuratus (Purple sea urchin)	302
LOC752074	A0A7M7N8A8	A0A7M7N8A8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	557
LOC752074	A0A7M7N8M7	A0A7M7N8M7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	467
LOC594485	A0A7M7SSL6	A0A7M7SSL6_STRPU	unreviewed	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (GNT-I) (GlcNAc-T I) (EC 2.4.1.101) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I)		Strongylocentrotus purpuratus (Purple sea urchin)	457
LOC115924821	A0A7M7P3Z5	A0A7M7P3Z5_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	410
LOC754845	A0A7M7G0W2	A0A7M7G0W2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	371
LOC100889949	A0A7M7PS74	A0A7M7PS74_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	137
LOC105446597	A0A7M7NUT0	A0A7M7NUT0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	352
LOC105447180	A0A7M7NPJ7	A0A7M7NPJ7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	228
LOC105441013	A0A7M7MZM5	A0A7M7MZM5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	130
LOC574758	A0A7M7TG11	A0A7M7TG11_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	291
LOC575144	A0A7M7TG84	A0A7M7TG84_STRPU	unreviewed	AA_permease_C domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	724
LOC100892060	A0A7M7NY78	A0A7M7NY78_STRPU	unreviewed	Protein Wnt		Strongylocentrotus purpuratus (Purple sea urchin)	354
LOC105437208	A0A7M7N8C1	A0A7M7N8C1_STRPU	unreviewed	Arrestin_C domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	623
LOC115927087	A0A7M7PAE1	A0A7M7PAE1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	116
LOC752532	A0A7M7N6Y0	A0A7M7N6Y0_STRPU	unreviewed	Phosphoenolpyruvate carboxykinase (GTP) (EC 4.1.1.32)		Strongylocentrotus purpuratus (Purple sea urchin)	671
LOC752532	A0A7M7STT8	A0A7M7STT8_STRPU	unreviewed	Phosphoenolpyruvate carboxykinase (GTP) (EC 4.1.1.32)		Strongylocentrotus purpuratus (Purple sea urchin)	658
LOC105439110	A0A7M7PC51	A0A7M7PC51_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	447
LOC100891315	A0A7M7LL90	A0A7M7LL90_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	640
LOC752633	D2JVC3	D2JVC3_STRPU	unreviewed	Strongylocin 1		Strongylocentrotus purpuratus (Purple sea urchin)	83
LOC105438538	A0A7M7PNI5	A0A7M7PNI5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	141
LOC591210	A0A7M7REU6	A0A7M7REU6_STRPU	unreviewed	UBC core domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	448
LOC105439880	A0A7M7HMN2	A0A7M7HMN2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	623
LOC115920400	A0A7M7N6T9	A0A7M7N6T9_STRPU	unreviewed	Integrase catalytic domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1919
LOC105437447	A0A7M7LSK1	A0A7M7LSK1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	253
LOC105444682	A0A7M7LWD4	A0A7M7LWD4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	796
LOC580090	A0A7M7RB34	A0A7M7RB34_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	310
LOC115920777	A0A7M7NCX3	A0A7M7NCX3_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	326
LOC575120	A0A7M7NLF0	A0A7M7NLF0_STRPU	unreviewed	MACPF domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	583
LOC100890448	A0A7M7GI48	A0A7M7GI48_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	279
LOC756664	W4Z0N8	W4Z0N8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	307
LOC105444337	A0A7M7NM08	A0A7M7NM08_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	526
LOC115929614	A0A7M7PR28	A0A7M7PR28_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	200
LOC580457	A0A7M7PP92	A0A7M7PP92_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	864
LOC580457	A0A7M7PR65	A0A7M7PR65_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	858
LOC580457	A0A7M7PSX4	A0A7M7PSX4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	875
LOC115919353	A0A7M7N465	A0A7M7N465_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	828
LOC591940	A0A7M7NJF3	A0A7M7NJF3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2366
LOC591940	A0A7M7NLH8	A0A7M7NLH8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2667
LOC753782	P62783	H4_STRPU	reviewed	Histone H4		Strongylocentrotus purpuratus (Purple sea urchin)	103
LOC115922369	A0A7M7SWU8	A0A7M7SWU8_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	301
LOC100888509	A0A7M7SZR8	A0A7M7SZR8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	308
LOC579510	A0A7M7MX74	A0A7M7MX74_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2528
LOC579510	A0A7M7MY76	A0A7M7MY76_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2271
LOC579510	A0A7M7SSH0	A0A7M7SSH0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2563
LOC762511	A0A7M7N9U6	A0A7M7N9U6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	555
LOC762511	A0A7M7NBX4	A0A7M7NBX4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	567
LOC105445121	A0A7M7NT13	A0A7M7NT13_STRPU	unreviewed	Sushi domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	416
LOC576383	A0A7M7RA25	A0A7M7RA25_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	252
LOC115923095	A0A7M7HPL3	A0A7M7HPL3_STRPU	unreviewed	DUF4371 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	819
LOC581100	A0A7M7HF24	A0A7M7HF24_STRPU	unreviewed	Alpha-amylase (EC 3.2.1.1)		Strongylocentrotus purpuratus (Purple sea urchin)	491
LOC105447214	A0A7M7P3R6	A0A7M7P3R6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	139
LOC105447449	A0A7M7HR98	A0A7M7HR98_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	837
LOC105438157	A0A7M7HL95	A0A7M7HL95_STRPU	unreviewed	Glycine N-methyltransferase (EC 2.1.1.20)		Strongylocentrotus purpuratus (Purple sea urchin)	273
LOC574908	A0A7M7R9H8	A0A7M7R9H8_STRPU	unreviewed	Carboxylic ester hydrolase (EC 3.1.1.-)		Strongylocentrotus purpuratus (Purple sea urchin)	609
LOC105445735	A0A7M7HM07	A0A7M7HM07_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	234
LOC105442025	A0A7M7NU68	A0A7M7NU68_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	195
LOC764168	A0A7M7N1K5	A0A7M7N1K5_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	382
LOC583243	A0A7M7P2B3	A0A7M7P2B3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	650
LOC115921052	A0A7M7NBK3	A0A7M7NBK3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	360
LOC100893564	A0A7M7SZ28	A0A7M7SZ28_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	846
LOC105445286	A0A7M7NVI1	A0A7M7NVI1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	494
LOC586604	A0A7M7NX83	A0A7M7NX83_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1739
LOC586604	A0A7M7NXE0	A0A7M7NXE0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1733
LOC586604	A0A7M7NXY0	A0A7M7NXY0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1742
LOC586604	A0A7M7NZX4	A0A7M7NZX4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1685
LOC100893186	A0A7M7T527	A0A7M7T527_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	364
LOC587858	A0A7M7RHZ6	A0A7M7RHZ6_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	342
LOC578323	A0A7M7TGH9	A0A7M7TGH9_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	384
LOC752211	A0A7M7NJ38	A0A7M7NJ38_STRPU	unreviewed	COesterase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	297
LOC576506	A0A7M7RCH4	A0A7M7RCH4_STRPU	unreviewed	PKS_ER domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	328
LOC765159	A0A7M7NKH7	A0A7M7NKH7_STRPU	unreviewed	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)		Strongylocentrotus purpuratus (Purple sea urchin)	1201
LOC765159	A0A7M7NKH9	A0A7M7NKH9_STRPU	unreviewed	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)		Strongylocentrotus purpuratus (Purple sea urchin)	1154
LOC765159	A0A7M7NKX1	A0A7M7NKX1_STRPU	unreviewed	Diacylglycerol kinase (DAG kinase) (EC 2.7.1.107)		Strongylocentrotus purpuratus (Purple sea urchin)	1202
LOC105442979	A0A7M7NVH1	A0A7M7NVH1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	123
LOC100891540	A0A7M7LLG3	A0A7M7LLG3_STRPU	unreviewed	Kazal-like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	509
LOC590570	A0A7M7NXL3	A0A7M7NXL3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	586
LOC588708	A0A7M7PNV9	A0A7M7PNV9_STRPU	unreviewed	J domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	248
